,0
1,0.002508866520640217
2,0.0024667750755912555
3,0.0024651570076066795
4,0.002493144814358974
5,0.002478916959924569
6,0.0025001502282140085
7,0.0024632804925586423
8,0.0024604276189208437
9,0.0024848193156694017
10,0.0024671509101306705
11,0.0024662446254001907
12,0.002479928651607055
13,0.0024628756346671467
14,0.0024371637021735936
15,0.002479221094846812
16,0.002449824984387902
17,0.0024484013440084383
18,0.0024521249291343606
19,0.002455628751197616
20,0.002482112886625045
21,0.0024240212102477916
22,0.0024428009132317027
23,0.002454167934757416
24,0.0024531824305412215
25,0.0024683881828678903
26,0.0024120519150184015
27,0.0024323561073386125
28,0.0024349111488847107
29,0.0024482843702363674
30,0.0024491521361109147
31,0.002432455612503995
32,0.002444469753777054
33,0.0024126664090914555
34,0.0024437002285080684
35,0.0024316060069826248
36,0.0024483599231901357
37,0.0024543024455633096
38,0.0024068593415547965
39,0.002383260534474615
40,0.002424709087720902
41,0.002417745465215163
42,0.002395462419746094
43,0.002380142024734406
44,0.0023786218320009218
45,0.0023848819458003557
46,0.0023811090579373903
47,0.0023826561520638497
48,0.0024033987283561048
49,0.002408656969844449
50,0.002384697817954534
