,0
1,0.0027673778783036144
2,0.002783995793241698
3,0.0028022463727467675
4,0.002798240936972219
5,0.002827242376592708
6,0.0028240751143205674
7,0.0028168968148208945
8,0.002837353671000456
9,0.0028665728203872637
10,0.0028559365062218326
11,0.0028209078832897227
12,0.0028288497066007545
13,0.00282940297342458
14,0.0028807069855044747
15,0.002877798621681826
16,0.0028372672406265912
17,0.002861778957330338
18,0.0028582294294230317
19,0.002881926149767426
20,0.0028701060092212265
21,0.0028702812438964904
22,0.002875061612667752
23,0.0028069372929185672
24,0.0028350455438730755
25,0.002843160626432559
26,0.002818992513804211
27,0.002811764753991349
28,0.002794397527833475
29,0.002790621110905547
30,0.0027877366813655264
31,0.0027765796016971235
32,0.0027753907756813178
33,0.0027739038159834304
34,0.0027697664377452575
35,0.0027595995719578415
36,0.002771192913208946
37,0.0027736093247506697
38,0.0027530080713701033
39,0.0027732449022101254
40,0.0027695969813974325
41,0.0027570679463535643
42,0.0027463321830504235
43,0.0027490554461941956
44,0.0027188954403443992
45,0.0027078030852349085
46,0.002737941136503026
47,0.002731630559358399
48,0.0027067541911466484
49,0.002719200798646561
50,0.0027167085721656005
51,0.0026983951933213525
52,0.0027268669779103435
53,0.0026939897878550116
54,0.0027234044486778687
55,0.0026947036345455777
56,0.0027010853304598316
57,0.002715726391594695
58,0.0026950161289466916
59,0.002675544145630582
60,0.002700046193591419
61,0.002660975914964409
62,0.0026985228820630143
63,0.0026732105385995826
64,0.0026824993381794303
65,0.0026631619548441944
66,0.002679159505084093
67,0.0026831071406899576
68,0.002640405976466138
69,0.002649305447811913
70,0.00266233131160533
71,0.00263779210457879
72,0.002651266664976838
73,0.0026329121911589327
74,0.0026283743983694105
75,0.0026570381680062804
76,0.002641302174019773
77,0.002651674227345805
78,0.0026637993967816693
79,0.002647073181397743
80,0.002622251140990376
81,0.0026173058315058437
82,0.0026208086649478586
83,0.0026302496438171423
84,0.00265194960395329
85,0.00262197511822873
86,0.002618378556549091
87,0.0026181803254409592
88,0.0026134402767693543
89,0.002619248726598098
90,0.00262551716543941
91,0.0026228107002611747
92,0.0026452204084458607
93,0.002637542758366284
94,0.0026198224704213698
95,0.0026342502669151743
96,0.002613664136867813
97,0.0026174854320317235
98,0.0026115961647068435
99,0.002598179485395101
100,0.002606224447448174
101,0.002624724850234382
102,0.0026194349378309053
103,0.0026132403132651397
104,0.002605930222196827
105,0.002641229765345409
106,0.0025891712622133824
107,0.002596920849536238
108,0.00259905902429739
109,0.002609122868784967
110,0.0025953310382559303
111,0.0026014586887598925
112,0.0025730224992140775
113,0.0026044906521490224
114,0.0026025394386438782
115,0.0025926431608655686
116,0.0025306902317788487
117,0.00256243651823686
118,0.002581059716110486
119,0.0025807623881660513
120,0.002579599061373364
121,0.0025640242033029546
122,0.0025614981062505467
123,0.0025502512202811283
124,0.0025298108649679067
125,0.0025456255826942276
126,0.0025540516371506073
127,0.002543233376854486
128,0.0025461212201351203
129,0.0025106102431758782
130,0.00257818740238994
131,0.0025222832522956346
132,0.002519625557569616
133,0.0025247044489111153
134,0.002528016228438367
135,0.002512629021154256
136,0.0025359776332310705
137,0.0025281587113899027
138,0.002539704551535262
139,0.0025325901994168293
140,0.002549795417523373
141,0.002502420014853609
142,0.002551338299746599
143,0.0025632802871022034
144,0.00252070242641434
145,0.0025118279926010802
146,0.002532790387803023
147,0.0025149475134168178
148,0.0025423909178974467
149,0.0025278726260546396
150,0.002521135466706533
151,0.00250737843930288
152,0.002510677525420017
153,0.0024990163356359385
154,0.0025198272269522466
155,0.0025288872522964993
156,0.002511171374389334
157,0.002477162644598527
158,0.0024888407451079016
159,0.002488118066114338
160,0.0025205198065486956
161,0.002511406331871903
162,0.0025061410581044873
163,0.00251631893520259
164,0.00247113432490229
165,0.0024817282179075235
166,0.0024924394528813435
167,0.0025149555881735404
168,0.0025259124000206246
169,0.0025221962548639485
170,0.0025088185920278472
171,0.002517216043926581
172,0.0024989295548678097
173,0.0025186210858158327
174,0.002529508110494615
175,0.0025387399225849255
176,0.0025579103170389637
177,0.0025158473426150126
178,0.002501323684769634
179,0.002529869817661248
180,0.0024969635674979866
181,0.002517220312592601
182,0.002531087463579294
183,0.0024948670044392172
184,0.0024901938285151843
185,0.0025166761911635262
186,0.0025240020439900516
187,0.002490040654000294
188,0.0025178049493748004
189,0.002516007840815907
190,0.0025045261916602527
191,0.0024690790704847117
192,0.0024819117214231264
193,0.002483823793460114
194,0.0024867935595367873
195,0.0024767295373997566
196,0.002469552002160604
197,0.0024851603535736054
198,0.0024676921876708464
199,0.00247757499482055
200,0.002477061153059421
201,0.002453404076916286
202,0.002465331938370269
203,0.002457150273389414
204,0.0024389671084472982
205,0.0024589995535574303
206,0.002464106969944444
207,0.0024719017394041684
208,0.002449392224312864
209,0.0024405589951673173
210,0.0024786666711378172
211,0.002438073883440117
212,0.002460780461822368
213,0.0024106164770318792
214,0.0024780150573001673
215,0.0024588194890811242
216,0.0024531718477824173
217,0.002451580397412299
218,0.002435848974943671
219,0.002456976546608825
220,0.0024203672542500443
221,0.002434279371008881
222,0.0024704880493039805
223,0.0024065211054532117
224,0.002467791545186695
225,0.002443378829622392
226,0.0024396126157511197
227,0.0024228204352900232
228,0.002422765903007302
229,0.0024264481979424627
230,0.002444285155535455
231,0.0024421999386873955
232,0.0024220179418628124
233,0.002450217906329078
234,0.0024257747755270427
235,0.002415013695998531
236,0.00241637091789084
237,0.002433596296957787
238,0.0024393795346708213
239,0.002431320807690808
240,0.002406745999562563
241,0.0024353898829008033
242,0.002410269934496374
243,0.0024272657923729325
244,0.0023852139663215416
245,0.0024142743475506472
246,0.00242159823652965
247,0.0024296924490667853
248,0.002439711131629984
249,0.0024183206848895416
250,0.0024469500026644197
251,0.0024241642013621205
252,0.002411803299104942
253,0.0024302494621430385
254,0.002421963520638428
255,0.00242540786721832
256,0.0024001563893317973
257,0.0023854077984437902
258,0.002434952930679502
259,0.002439891620365948
260,0.0024211567731032375
261,0.0024141272023029633
262,0.0024244151179235824
263,0.002397630474201498
264,0.0024222445091542618
265,0.0024431652890331236
266,0.00239647747801839
267,0.0024523327777698197
268,0.002422772805768524
269,0.002409175835094917
270,0.002422551797895165
271,0.0024310178160661744
272,0.0024249680967921867
273,0.002391332799622115
274,0.002412241571268562
275,0.002403033438920481
276,0.00242958913766808
277,0.002429389410103261
278,0.0024314599947828125
279,0.002393906346708784
280,0.0024544901445242794
281,0.0024457906597751588
282,0.0024441410656158543
283,0.002434744990035569
284,0.0024150003273330336
285,0.002420463761421573
286,0.0023959749085162066
287,0.0024124406997183016
288,0.0024142738150318963
289,0.0024197773391244127
290,0.0024125510637658712
291,0.0024202617100673395
292,0.0023866093983981517
293,0.002403097166300488
294,0.002412730245410219
295,0.0023912691567644553
296,0.002408633652685411
297,0.0024214415259340644
298,0.0023898613783333864
299,0.002377285344355172
300,0.0023889772113589126
